L1_algorithm,L2_algorithm,wr_pol,cost,latency,workload,tot_req,reads,writes,requests
arc,arc,wb-et,44.76283937,0.256963763,w26,1668986,50.76,49.24,11.55
lru,lru,wb-et,104.9856259,0.34010477,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,45.67655266,0.241945296,w30,704212,2.26,97.74,6.82
arc,arc,wb-et,15.40455195,0.263357532,w56,552309,8.42,91.58,2.09
arc,arc,wb-et,8.285482936,0.186182498,w88,237846,32.58,67.42,5.02
arc,arc,wb-et,1146.838687,0.468038591,w09,10826961,80.14,19.86,15.67
lru,lru,wb-et,19.38632697,0.489820102,w68,376853,9.44,90.56,4.33
lru,lru,wb-et,23.35853322,0.31230768,w76,124550,12.84,87.16,13.22
arc,arc,wb-et,13.75766901,0.246119257,w72,178016,45.2,54.8,5.85
arc,arc,wb-et,3613.021631,0.593140372,w01,5710745,82.56,17.44,40.16
arc,arc,wb-et,17.72737812,0.17155384,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,161.4409599,0.328966034,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,1760.631895,0.711357635,w10,12588003,89.82,10.18,14.53
lru,lru,wb-et,0.411908276,0.493511417,w40,181276,2.36,97.64,7.69
lru,lru,wb-et,18.20694282,0.363604665,w76,124550,12.84,87.16,13.22
lru,lru,wb-et,7.40614813,0.082883777,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,166.3379514,0.29022169,w49,1092250,75.96,24.04,11.22
arc,arc,wb-et,108.8488402,0.720118991,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,35.45934144,0.138683308,w75,411410,16.12,83.88,6.76
arc,arc,wb-et,2.542353685,0.616931275,w100,236756,2.89,97.11,23.29
arc,arc,wb-et,6.104961356,0.095221757,w39,962521,0.97,99.03,1.31
lru,lru,wb-et,6.114114431,0.439068542,w18,896239,80.64,19.36,14.81
lru,lru,wb-et,2.240448024,0.287082219,w17,1456893,12.4,87.6,4.14
lru,lru,wb-et,32.0931374,0.657959829,w97,245188,2.95,97.05,22.04
lru,lru,wb-et,118.9183867,0.580275565,w50,768251,94.99,5.01,13.52
lru,lru,wb-et,81.32494474,0.618193953,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,5.562525114,0.114356292,w12,442789,39.92,60.08,2.37
arc,arc,wb-et,88.18238375,0.383622147,w27,484417,78.97,21.03,25.15
lru,lru,wb-et,14.96738025,0.207700768,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,0.561231696,0.836739295,w51,761128,86.39,13.61,6.71
lru,lru,wb-et,15.85894289,0.15995838,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,77.66609656,0.684016436,w55,150445,66.56,33.44,57.71
lru,lru,wb-et,808.268839,0.719054298,w21,6771666,97.59,2.41,9.5
arc,arc,wb-et,43.98679089,0.194024165,w78,385485,53.72,46.28,12.37
arc,arc,wb-et,9.222922682,0.31665844,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,13.40699944,0.378771482,w41,157994,15.99,84.01,8.34
arc,arc,wb-et,27.02119929,0.321580286,w103,94016,35.38,64.62,16.53
arc,arc,wb-et,2306.321501,0.640992568,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,24.94328376,0.77654499,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,5.679590511,0.377357591,w56,552309,8.42,91.58,2.09
arc,arc,wb-et,12.65871594,0.27130377,w35,651133,3.26,96.74,2.45
arc,arc,wb-et,60.33469972,0.185840488,w38,660412,56.94,43.06,7.4
lru,lru,wb-et,40.31069672,0.641565655,w62,292110,89.7,10.3,33.27
lru,lru,wb-et,10.49114457,0.228381555,w80,218031,71.32,28.68,4.58
lru,lru,wb-et,48.54241938,0.279729486,w69,417360,77.7,22.3,12.91
lru,lru,wb-et,10.7983076,0.273901441,w52,232513,66.99,33.01,6.94
lru,lru,wb-et,0.369814375,0.876862538,w19,4598911,97.46,2.54,0.8
lru,lru,wb-et,191.993621,0.316687554,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,1703.147894,0.811922878,w64,1178756,91.66,8.34,78.35
arc,arc,wb-et,705.2110213,0.767657447,w21,6771666,97.59,2.41,9.5
lru,lru,wb-et,0.675242823,0.253312505,w72,178016,45.2,54.8,5.85
arc,arc,wb-et,80.44957412,0.620138605,w98,251710,2.91,97.09,20.52
arc,arc,wb-et,10.61717524,0.224830168,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,4.501059427,0.4146599,w74,113584,24.73,75.27,4.97
arc,arc,wb-et,418.6369939,0.63432562,w21,6771666,97.59,2.41,9.5
arc,arc,wb-et,1911.32684,0.517248598,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,917.6893416,0.760365327,w53,1870559,86.76,13.24,62.2
arc,arc,wb-et,56.7970844,0.635553264,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,41.37181091,0.209813111,w105,243780,89.94,10.06,17.41
arc,arc,wb-et,3119.371203,0.408568712,w31,13975082,93.99,6.01,14.77
lru,lru,wb-et,113.6866151,0.348819033,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,2.881514817,0.437973768,w57,375954,9.49,90.51,3.17
arc,arc,wb-et,79.25788416,0.257318433,w69,417360,77.7,22.3,12.91
arc,arc,wb-et,124.5229408,0.482569895,w37,493523,77.83,22.17,28.23
arc,arc,wb-et,11.47146081,0.051810611,w12,442789,39.92,60.08,2.37
arc,arc,wb-et,72.36751568,0.589732964,w87,264130,40.78,59.22,30.24
arc,arc,wb-et,64.19986503,0.486880702,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,9.135670429,0.184930396,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,47.73534048,0.433215654,w42,798236,67.9,32.1,8.93
lru,lru,wb-et,1850.181934,0.670458952,w09,10826961,80.14,19.86,15.67
lru,lru,wb-et,46.20322749,0.501816503,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,19.90396476,0.273147464,w58,772098,51.61,48.39,10.09
arc,arc,wb-et,40.46900424,0.618751909,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,8.567447395,0.238706562,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,9.590302002,0.188308644,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,49.62636273,0.645357058,w61,660778,68.59,31.41,10.86
lru,lru,wb-et,208.2071445,0.303012717,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,8.105264706,0.284932708,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,68.37389835,0.232712885,w30,704212,2.26,97.74,6.82
arc,arc,wb-et,409.5396408,0.7571167,w48,3302837,95.94,4.06,11.52
arc,arc,wb-et,11.91222717,0.415981398,w68,376853,9.44,90.56,4.33
arc,arc,wb-et,5.292289848,0.06123441,w39,962521,0.97,99.03,1.31
lru,lru,wb-et,15.64278052,0.421873274,w91,217746,80.61,19.39,18.42
arc,arc,wb-et,13.47991476,0.254618359,w75,411410,16.12,83.88,6.76
lru,lru,wb-et,34.27983091,0.158082603,w11,4531948,65.3,34.7,0.98
arc,arc,wb-et,38.31277597,0.811263029,w92,396548,95.61,4.39,14.74
arc,arc,wb-et,649.0520089,0.811026295,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,27.44629989,0.081091734,w11,4531948,65.3,34.7,0.98
lru,lru,wb-et,104.8005015,0.772752607,w15,638670,82.33,17.67,21.82
arc,arc,wb-et,2243.073149,0.281868486,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,5.197453675,0.528569033,w84,420458,10.24,89.76,7.95
lru,lru,wb-et,32.25391151,0.868412439,w85,405302,97.4,2.6,14.13
arc,arc,wb-et,18.13687417,0.611099603,w97,245188,2.95,97.05,22.04
lru,lru,wb-et,92.48986162,0.28518935,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,13.48380398,0.167786727,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,38.30875684,0.811527785,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,24.36442013,0.741318725,w23,1712812,58.01,41.99,7.42
arc,arc,wb-et,64.65463036,0.177437129,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,10.86459114,0.191031244,w106,139141,19.98,80.02,7.58
lru,lru,wb-et,4.350417266,0.33194017,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,321.7345351,0.152765375,w25,3640951,88.63,11.37,16.0
lru,lru,wb-et,21.51232885,0.522471245,w96,168442,5.02,94.98,13.79
arc,arc,wb-et,16.97338415,0.350748517,w103,94016,35.38,64.62,16.53
lru,lru,wb-et,1.626142809,0.207366644,w40,181276,2.36,97.64,7.69
lru,lru,wb-et,41.97099101,0.748863959,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,171.7779845,0.553117262,w62,292110,89.7,10.3,33.27
arc,arc,wb-et,1225.652347,0.728030491,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,22.70972917,0.546630817,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,213.8592277,0.231703829,w43,1390682,50.63,49.37,11.06
arc,arc,wb-et,2813.962668,0.836470135,w31,13975082,93.99,6.01,14.77
lru,lru,wb-et,60.1487168,0.42469026,w26,1668986,50.76,49.24,11.55
arc,arc,wb-et,178.4581237,0.759662797,w104,235503,83.15,16.85,50.98
lru,lru,wb-et,244.497279,0.312649187,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,56.88635385,0.328362246,w91,217746,80.61,19.39,18.42
arc,arc,wb-et,1289.881956,0.145199481,w08,10410827,96.53,3.47,9.07
arc,arc,wb-et,18.08565175,0.251576647,w40,181276,2.36,97.64,7.69
arc,arc,wb-et,50.57518169,0.584592061,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,76.15888454,0.050723594,w06,2444493,68.5,31.5,1.9
lru,lru,wb-et,41.60294774,0.116426191,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,54.51289608,0.217302587,w105,243780,89.94,10.06,17.41
lru,lru,wb-et,788.6647665,0.812052461,w64,1178756,91.66,8.34,78.35
arc,arc,wb-et,85.62415001,0.670382297,w23,1712812,58.01,41.99,7.42
arc,arc,wb-et,1.837936438,0.117490747,w71,290967,38.41,61.59,5.75
arc,arc,wb-et,4.390144753,0.209279127,w88,237846,32.58,67.42,5.02
arc,arc,wb-et,65.73898535,0.720251212,w83,157428,63.65,36.35,31.43
lru,lru,wb-et,67.54614826,0.727526356,w83,157428,63.65,36.35,31.43
arc,arc,wb-et,5.173571736,0.07568508,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,1980.799693,0.772743289,w20,7027218,87.87,12.13,23.47
arc,arc,wb-et,4.238573297,0.802988575,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,44.96290532,0.651853251,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,13.21185194,0.30538373,w59,324961,49.4,50.6,6.97
arc,arc,wb-et,2.50201443,0.034016258,w66,558560,61.15,38.85,0.49
arc,arc,wb-et,949.8497252,0.670809441,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,62.05677704,0.427078066,w27,484417,78.97,21.03,25.15
arc,arc,wb-et,40.74616949,0.185852362,w78,385485,53.72,46.28,12.37
arc,arc,wb-et,320.2204895,0.7697935,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,3074.959164,0.389547717,w31,13975082,93.99,6.01,14.77
lru,lru,wb-et,2002.518001,0.72393837,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,13.75766901,0.245974103,w72,178016,45.2,54.8,5.85
lru,lru,wb-et,152.2555601,0.479636671,w37,493523,77.83,22.17,28.23
lru,lru,wb-et,4.179173004,0.669358674,w55,150445,66.56,33.44,57.71
lru,lru,wb-et,69.10753157,0.573075389,w50,768251,94.99,5.01,13.52
lru,lru,wb-et,22.19378525,0.191856551,w52,232513,66.99,33.01,6.94
arc,arc,wb-et,1335.147848,0.683668117,w14,7587257,75.6,24.4,22.3
arc,arc,wb-et,62.66215223,0.383044245,w26,1668986,50.76,49.24,11.55
lru,lru,wb-et,23.27769069,0.073969183,w36,729562,1.4,98.6,2.11
arc,arc,wb-et,17.25403493,0.587789824,w89,125386,40.17,59.83,25.65
arc,arc,wb-et,647.3469864,0.677977365,w21,6771666,97.59,2.41,9.5
lru,lru,wb-et,44.84142858,0.511184854,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,4.466854979,0.423437768,w68,376853,9.44,90.56,4.33
lru,lru,wb-et,101.880699,0.386955198,w27,484417,78.97,21.03,25.15
lru,lru,wb-et,341.3614863,0.701517552,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,66.82060077,0.185420998,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,0.783550268,0.690924328,w02,16043393,98.67,1.33,0.16
lru,lru,wb-et,182.6914072,0.637072226,w16,865023,87.32,12.68,18.22
lru,lru,wb-et,1280.574056,0.78744345,w05,13225814,90.41,9.59,15.37
arc,arc,wb-et,20.86169587,0.792832637,w81,373197,90.91,9.09,13.54
lru,lru,wb-et,73.04815957,0.691492828,w24,1100386,80.61,19.39,19.91
lru,lru,wb-et,7.918908969,0.194940102,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,239.7409985,0.312649187,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,0.884532642,0.33880227,w47,211877,0.33,99.67,1.68
lru,lru,wb-et,22.06668593,0.304930799,w69,417360,77.7,22.3,12.91
arc,arc,wb-et,63.5541078,0.599447494,w97,245188,2.95,97.05,22.04
lru,lru,wb-et,150.8154648,0.303017073,w49,1092250,75.96,24.04,11.22
lru,lru,wb-et,368.247014,0.23970367,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,17.57196441,0.191866173,w35,651133,3.26,96.74,2.45
lru,lru,wb-et,7.965311704,0.317120992,w35,651133,3.26,96.74,2.45
arc,arc,wb-et,6.618413714,0.180261895,w67,167197,36.15,63.85,5.03
lru,lru,wb-et,0.578247654,0.281426696,w95,151279,49.05,50.95,9.4
lru,lru,wb-et,59.32967051,0.22648176,w07,2120047,82.25,17.75,16.44
lru,lru,wb-et,260.1959644,0.392168772,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,50.4196465,0.719822051,w83,157428,63.65,36.35,31.43
arc,arc,wb-et,293.9095465,0.74586857,w86,243749,44.47,55.53,74.81
lru,lru,wb-et,67.68818846,0.361052345,w26,1668986,50.76,49.24,11.55
arc,arc,wb-et,26.42780676,0.005854773,w02,16043393,98.67,1.33,0.16
lru,lru,wb-et,3.17636525,0.296807125,w95,151279,49.05,50.95,9.4
arc,arc,wb-et,17.89039187,0.583849776,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,0.46854285,0.502893902,w103,94016,35.38,64.62,16.53
lru,lru,wb-et,124.116025,0.578039127,w50,768251,94.99,5.01,13.52
arc,arc,wb-et,2.879136293,0.031580961,w66,558560,61.15,38.85,0.49
arc,arc,wb-et,1.858855813,0.421004369,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,17.74743815,0.039441427,w39,962521,0.97,99.03,1.31
lru,lru,wb-et,63.19250769,0.18391119,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,36.07702161,0.540824993,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,4.676425746,0.522700485,w75,411410,16.12,83.88,6.76
arc,arc,wb-et,38.94651504,0.373972133,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,183.5537258,0.649513555,w34,2243971,83.25,16.75,12.29
lru,lru,wb-et,8.496408968,0.227077617,w67,167197,36.15,63.85,5.03
arc,arc,wb-et,264.5598513,0.275269685,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,65.8722826,0.200312375,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,65.47885802,0.701420399,w93,351236,87.72,12.28,19.28
arc,arc,wb-et,89.8754367,0.310048337,w81,373197,90.91,9.09,13.54
lru,lru,wb-et,128.6357326,0.425591705,w32,773840,88.8,11.2,17.19
arc,arc,wb-et,193.4943334,0.367572335,w29,524248,81.32,18.68,23.58
arc,arc,wb-et,43.61953597,0.642951844,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,44.88713225,0.813253934,w92,396548,95.61,4.39,14.74
lru,lru,wb-et,145.6104889,0.508177893,w37,493523,77.83,22.17,28.23
lru,lru,wb-et,12.17854439,0.126731082,w90,489323,95.25,4.75,8.17
lru,lru,wb-et,13.07879593,0.395823246,w37,493523,77.83,22.17,28.23
lru,lru,wb-et,1759.057088,0.708284796,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,1314.644998,0.378299845,w46,5116665,25.78,74.22,21.84
lru,lru,wb-et,15.55444437,0.177603764,w35,651133,3.26,96.74,2.45
lru,lru,wb-et,3.469810864,0.022041126,w66,558560,61.15,38.85,0.49
lru,lru,wb-et,18.30093654,0.219243995,w102,117154,6.73,93.27,9.19
arc,arc,wb-et,743.4645763,0.77058821,w10,12588003,89.82,10.18,14.53
arc,arc,wb-et,7.681412461,0.076529558,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,37.75243972,0.190913259,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,11.8869198,0.205466778,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,154.8543762,0.308965735,w43,1390682,50.63,49.37,11.06
lru,lru,wb-et,4.896183131,0.190258732,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,26.89946354,0.862294338,w85,405302,97.4,2.6,14.13
arc,arc,wb-et,9.135670429,0.178575066,w106,139141,19.98,80.02,7.58
lru,lru,wb-et,59.94377858,0.397006486,w94,1057811,94.75,5.25,6.06
arc,arc,wb-et,94.64896867,0.500563889,w37,493523,77.83,22.17,28.23
lru,lru,wb-et,425.7425358,0.81414238,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,34.70186845,0.537629982,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,2479.294469,0.380009702,w20,7027218,87.87,12.13,23.47
arc,arc,wb-et,6.1310398,0.222529088,w45,211432,0.59,99.41,1.9
lru,lru,wb-et,14.18717485,0.242113646,w72,178016,45.2,54.8,5.85
lru,lru,wb-et,136.1630669,0.844992191,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,7.426894396,0.084649554,w12,442789,39.92,60.08,2.37
lru,lru,wb-et,21.71608441,0.236480957,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,67.3180303,0.807032831,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,12.04665234,0.449591233,w94,1057811,94.75,5.25,6.06
arc,arc,wb-et,24.00683702,0.191507741,w73,173876,67.2,32.8,9.97
arc,arc,wb-et,88.60569613,0.631608072,w100,236756,2.89,97.11,23.29
lru,lru,wb-et,54.24681515,0.736820684,w83,157428,63.65,36.35,31.43
lru,lru,wb-et,590.8473194,0.753785396,w48,3302837,95.94,4.06,11.52
arc,arc,wb-et,6.126957471,0.582074164,w97,245188,2.95,97.05,22.04
lru,lru,wb-et,606.7039717,0.264317927,w13,3543451,59.2,40.8,13.63
arc,arc,wb-et,5.537683001,0.187534786,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,9.52356065,0.157582437,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,838.9217902,0.810989038,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,182.1238567,0.452094268,w37,493523,77.83,22.17,28.23
arc,arc,wb-et,2.641446997,0.550680944,w82,279678,56.89,43.11,0.92
arc,arc,wb-et,50.93507702,0.365521692,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,19.44486907,0.479406069,w96,168442,5.02,94.98,13.79
lru,lru,wb-et,1323.861094,0.712794087,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,3569.480222,0.493718,w54,7042906,78.49,21.51,58.1
lru,lru,wb-et,13.82293103,0.244537735,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,2.194135225,0.671086121,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,1832.45335,0.687116449,w10,12588003,89.82,10.18,14.53
arc,arc,wb-et,547.5714481,0.813305603,w64,1178756,91.66,8.34,78.35
arc,arc,wb-et,41.04593416,0.108258293,w11,4531948,65.3,34.7,0.98
lru,lru,wb-et,3.678793176,0.196038152,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,12.95945675,0.306372835,w59,324961,49.4,50.6,6.97
arc,arc,wb-et,18.14681903,0.25071393,w95,151279,49.05,50.95,9.4
lru,lru,wb-et,3333.958953,0.500772608,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,19.00743111,0.34853329,w11,4531948,65.3,34.7,0.98
lru,lru,wb-et,1667.638421,0.246546369,w14,7587257,75.6,24.4,22.3
arc,arc,wb-et,2.26815559,0.354348808,w45,211432,0.59,99.41,1.9
arc,arc,wb-et,2.218776125,0.191289496,w67,167197,36.15,63.85,5.03
lru,lru,wb-et,105.7651034,0.392099959,w29,524248,81.32,18.68,23.58
lru,lru,wb-et,5.77414899,0.275922656,w95,151279,49.05,50.95,9.4
arc,arc,wb-et,9.505097767,0.682310179,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,1469.949768,0.209976848,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,33.23611543,0.526585836,w94,1057811,94.75,5.25,6.06
arc,arc,wb-et,59.08317513,0.676552656,w08,10410827,96.53,3.47,9.07
arc,arc,wb-et,3.120191116,0.341207241,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,4.756885647,0.185626615,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,636.0489631,0.773035839,w21,6771666,97.59,2.41,9.5
arc,arc,wb-et,2.232162863,0.838113036,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,180.60851,0.332764626,w32,773840,88.8,11.2,17.19
lru,lru,wb-et,250.6869054,0.779924932,w86,243749,44.47,55.53,74.81
lru,lru,wb-et,8.180606317,0.293123396,w79,241488,38.46,61.54,61.67
lru,lru,wb-et,213.7225336,0.80609002,w48,3302837,95.94,4.06,11.52
arc,arc,wb-et,13.77360803,0.268770869,w69,417360,77.7,22.3,12.91
lru,lru,wb-et,1.459354721,0.210472143,w33,247964,4.33,95.67,7.03
lru,lru,wb-et,59.4456004,0.163431985,w90,489323,95.25,4.75,8.17
arc,arc,wb-et,7.256475842,0.204454277,w40,181276,2.36,97.64,7.69
arc,arc,wb-et,30.48277159,0.127435774,w70,558126,10.08,89.92,5.38
arc,arc,wb-et,506.4009353,0.735945779,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,25.36393775,0.321580286,w103,94016,35.38,64.62,16.53
arc,arc,wb-et,849.878199,0.776612741,w03,17467759,75.74,24.26,16.69
arc,arc,wb-et,23.49064916,0.184259802,w52,232513,66.99,33.01,6.94
arc,arc,wb-et,149.6874548,0.814635801,w104,235503,83.15,16.85,50.98
arc,arc,wb-et,394.2156285,0.376828857,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,187.9498187,0.555829337,w104,235503,83.15,16.85,50.98
lru,lru,wb-et,10.26561284,0.185557375,w75,411410,16.12,83.88,6.76
lru,lru,wb-et,2.864626002,0.822959123,w92,396548,95.61,4.39,14.74
lru,lru,wb-et,2273.422819,0.620840256,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,97.64483262,0.17655558,w49,1092250,75.96,24.04,11.22
lru,lru,wb-et,115.4532946,0.58356297,w50,768251,94.99,5.01,13.52
arc,arc,wb-et,37.40045958,0.275877594,w77,275631,57.56,42.44,13.38
arc,arc,wb-et,57.93977721,0.654842413,w48,3302837,95.94,4.06,11.52
arc,arc,wb-et,237.7935492,0.302930625,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,63.01188672,0.430429658,w92,396548,95.61,4.39,14.74
lru,lru,wb-et,25.35396193,0.586247949,w98,251710,2.91,97.09,20.52
arc,arc,wb-et,4700.666673,0.508735807,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,12.17849337,0.586285459,w68,376853,9.44,90.56,4.33
lru,lru,wb-et,42.65423982,0.583483021,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,117.0772702,0.446264196,w22,509607,87.74,12.26,33.06
lru,lru,wb-et,12.41569811,0.590407434,w68,376853,9.44,90.56,4.33
lru,lru,wb-et,0.872672737,0.23523724,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,86.57783617,0.602170972,w98,251710,2.91,97.09,20.52
arc,arc,wb-et,0.5614465,0.612073739,w41,157994,15.99,84.01,8.34
lru,lru,wb-et,134.3181071,0.270276433,w18,896239,80.64,19.36,14.81
arc,arc,wb-et,279.094555,0.376774345,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,76.27139212,0.365403553,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,60.21318493,0.253162484,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,23.08176778,0.330996928,w103,94016,35.38,64.62,16.53
lru,lru,wb-et,40.95966519,0.519210636,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,20.86071379,0.352102623,w103,94016,35.38,64.62,16.53
lru,lru,wb-et,131.2456833,0.700385236,w55,150445,66.56,33.44,57.71
lru,lru,wb-et,3.814109054,0.567278743,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,3.298971042,0.33926522,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,25.19710444,0.126503582,w71,290967,38.41,61.59,5.75
lru,lru,wb-et,18.21351444,0.528317285,w94,1057811,94.75,5.25,6.06
arc,arc,wb-et,214.7548967,0.302495058,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,11.44650469,0.175765658,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,54.85537893,0.7457887,w93,351236,87.72,12.28,19.28
arc,arc,wb-et,10.25645189,0.463369821,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,3.537344277,0.25787795,w47,211877,0.33,99.67,1.68
lru,lru,wb-et,462.6250931,0.758670285,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,1517.425646,0.719174907,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,97.3660273,0.361733301,w29,524248,81.32,18.68,23.58
lru,lru,wb-et,5.869860852,0.046266239,w39,962521,0.97,99.03,1.31
lru,lru,wb-et,9.898539264,0.314964297,w95,151279,49.05,50.95,9.4
lru,lru,wb-et,61.7262458,0.632019202,w97,245188,2.95,97.05,22.04
arc,arc,wb-et,2310.159357,0.273466089,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,166.6603615,0.240864833,w43,1390682,50.63,49.37,11.06
arc,arc,wb-et,59.02773965,0.364567994,w43,1390682,50.63,49.37,11.06
arc,arc,wb-et,320.19572,0.40861661,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,377.3576164,0.470297286,w01,5710745,82.56,17.44,40.16
arc,arc,wb-et,10.97666738,0.232840873,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,3.553560125,0.188303842,w67,167197,36.15,63.85,5.03
lru,lru,wb-et,11.55859171,0.194400304,w67,167197,36.15,63.85,5.03
arc,arc,wb-et,4.028673342,0.106118643,w12,442789,39.92,60.08,2.37
lru,lru,wb-et,31.05215207,0.021090035,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,106.1421823,0.67013679,w23,1712812,58.01,41.99,7.42
lru,lru,wb-et,42.60962135,0.662497153,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,2.241568345,0.363608906,w106,139141,19.98,80.02,7.58
lru,lru,wb-et,224.8074176,0.769822684,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,3852.334804,0.503254187,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,3263.579165,0.376715493,w31,13975082,93.99,6.01,14.77
arc,arc,wb-et,415.6755535,0.258949449,w13,3543451,59.2,40.8,13.63
lru,lru,wb-et,4.61547191,0.161871302,w71,290967,38.41,61.59,5.75
lru,lru,wb-et,16.99292343,0.046973538,w39,962521,0.97,99.03,1.31
